Chrom	Start	End	Strand	Feature	H37rv_GeneID	Symbol	Functional_Category	Gene_Cat_V2	N_Pos	N_Neg	Total	Positive_Proportion	Middle	Length	AnyPosEpitope	Antigen_LVL2	N_HmRegion	HasHmRegion	AntigenLVL2_And_HHR_Comb
NC_000962.3	698523	698994	-	CDS	Rv0601c	Rv0601c	regulatory proteins	regulatory proteins	0	2	2	0.0	698758.5	471	False	False	0	False	NonReactive-Unq
NC_000962.3	699037	699799	-	CDS	Rv0602c	tcrA	regulatory proteins	regulatory proteins	0	4	4	0.0	699418.0	762	False	False	0	False	NonReactive-Unq
NC_000962.3	699855	700167	+	CDS	Rv0603	Rv0603	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	700011.0	312	False	False	0	False	NonReactive-Unq
NC_000962.3	700238	701189	+	CDS	Rv0604	lpqO	cell wall and cell processes	cell wall and cell processes	0	5	5	0.0	700713.5	951	False	False	0	False	NonReactive-Unq
NC_000962.3	701405	702014	+	CDS	Rv0605	Rv0605	insertion seqs and phages	insertion seqs and phages	0	3	3	0.0	701709.5	609	False	False	1	True	NonReactive-HHR
NC_000962.3	702812	703199	+	CDS	Rv0607	Rv0607	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	703005.5	387	False	False	0	False	NonReactive-Unq
NC_000962.3	703243	703489	+	CDS	Rv0608	vapB28	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	703366.0	246	False	False	0	False	NonReactive-Unq
NC_000962.3	703485	703887	+	CDS	Rv0609	vapC28	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	703686.0	402	False	False	0	False	NonReactive-Unq
NC_000962.3	703829	704057	+	CDS	Rv0609A	Rv0609A	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	703943.0	228	False	False	0	False	NonReactive-Unq
NC_000962.3	704751	705909	-	CDS	Rv0610c	Rv0610c	conserved hypotheticals	conserved hypotheticals	0	6	6	0.0	705330.0	1158	False	False	0	False	NonReactive-Unq
NC_000962.3	705960	706344	-	CDS	Rv0611c	Rv0611c	conserved hypotheticals	conserved hypotheticals	0	1	1	0.0	706152.0	384	False	False	0	False	NonReactive-Unq
NC_000962.3	706323	706929	+	CDS	Rv0612	Rv0612	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	706626.0	606	False	False	0	False	NonReactive-Unq
NC_000962.3	706947	709515	-	CDS	Rv0613c	Rv0613c	conserved hypotheticals	conserved hypotheticals	0	10	10	0.0	708231.0	2568	False	False	0	False	NonReactive-Unq
NC_000962.3	709355	710348	+	CDS	Rv0614	Rv0614	conserved hypotheticals	conserved hypotheticals	0	5	5	0.0	709851.5	993	False	False	0	False	NonReactive-Unq
NC_000962.3	710344	710587	+	CDS	Rv0615	Rv0615	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	710465.5	243	False	False	0	False	NonReactive-Unq
NC_000962.3	711005	711407	+	CDS	Rv0617	vapC29	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	711206.0	402	False	False	0	False	NonReactive-Unq
NC_000962.3	712715	713807	+	CDS	Rv0620	galK	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	713261.0	1092	False	False	0	False	NonReactive-Unq
NC_000962.3	714201	715266	+	CDS	Rv0621	Rv0621	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	714733.5	1065	False	False	0	False	NonReactive-Unq
NC_000962.3	715369	716317	+	CDS	Rv0622	Rv0622	cell wall and cell processes	cell wall and cell processes	0	5	5	0.0	715843.0	948	False	False	0	False	NonReactive-Unq
NC_000962.3	716409	716664	+	CDS	Rv0623	vapB30	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	716536.5	255	False	False	0	False	NonReactive-Unq
NC_000962.3	716663	717059	+	CDS	Rv0624	vapC30	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	716861.0	396	False	False	0	False	NonReactive-Unq
NC_000962.3	717152	717893	-	CDS	Rv0625c	Rv0625c	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	717522.5	741	False	False	0	False	NonReactive-Unq
NC_000962.3	718024	718285	+	CDS	Rv0626	vapB5	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	718154.5	261	False	False	0	False	NonReactive-Unq
NC_000962.3	718281	718689	+	CDS	Rv0627	vapC5	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	718485.0	408	False	False	0	False	NonReactive-Unq
NC_000962.3	718760	719912	-	CDS	Rv0628c	Rv0628c	conserved hypotheticals	conserved hypotheticals	0	6	6	0.0	719336.0	1152	False	False	1	True	NonReactive-HHR
NC_000962.3	720004	721732	-	CDS	Rv0629c	recD	information pathways	information pathways	0	8	8	0.0	720868.0	1728	False	False	0	False	NonReactive-Unq
NC_000962.3	721728	725013	-	CDS	Rv0630c	recB	information pathways	information pathways	0	10	10	0.0	723370.5	3285	False	False	0	False	NonReactive-Unq
NC_000962.3	725012	728306	-	CDS	Rv0631c	recC	information pathways	information pathways	0	7	7	0.0	726659.0	3294	False	False	0	False	NonReactive-Unq
NC_000962.3	728582	729278	-	CDS	Rv0632c	echA3	lipid metabolism	lipid metabolism	0	3	3	0.0	728930.0	696	False	False	0	False	NonReactive-Unq
NC_000962.3	729326	730166	-	CDS	Rv0633c	Rv0633c	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	729746.0	840	False	False	0	False	NonReactive-Unq
NC_000962.3	730319	731033	-	CDS	Rv0634c	Rv0634c	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	4	4	0.0	730676.0	714	False	False	0	False	NonReactive-Unq
NC_000962.3	731112	731364	+	CDS	Rv0634A	Rv0634A	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	731238.0	252	False	False	0	False	NonReactive-Unq
NC_000962.3	731711	731879	+	CDS	Rv0634B	rpmG2	information pathways	information pathways	0	2	2	0.0	731795.0	168	False	False	0	False	NonReactive-Unq
NC_000962.3	731929	732406	+	CDS	Rv0635	hadA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	732167.5	477	False	False	0	False	NonReactive-Unq
NC_000962.3	732392	732821	+	CDS	Rv0636	hadB	intermediary metabolism and respiration	intermediary metabolism and respiration	0	1	1	0.0	732606.5	429	False	False	0	False	NonReactive-Unq
NC_000962.3	732824	733325	+	CDS	Rv0637	hadC	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	733074.5	501	False	False	0	False	NonReactive-Unq
NC_000962.3	733736	734222	+	CDS	Rv0638	secE1	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	733979.0	486	False	False	0	False	NonReactive-Unq
NC_000962.3	734253	734970	+	CDS	Rv0639	nusG	information pathways	information pathways	0	4	4	0.0	734611.5	717	False	False	0	False	NonReactive-Unq
NC_000962.3	735021	735450	+	CDS	Rv0640	rplK	information pathways	information pathways	0	3	3	0.0	735235.5	429	False	False	0	False	NonReactive-Unq
NC_000962.3	735516	736224	+	CDS	Rv0641	rplA	information pathways	information pathways	0	4	4	0.0	735870.0	708	False	False	0	False	NonReactive-Unq
NC_000962.3	736297	737203	-	CDS	Rv0642c	mmaA4	lipid metabolism	lipid metabolism	0	4	4	0.0	736750.0	906	False	False	0	False	NonReactive-Unq
NC_000962.3	737267	738149	-	CDS	Rv0643c	mmaA3	lipid metabolism	lipid metabolism	0	4	4	0.0	737708.0	882	False	False	0	False	NonReactive-Unq
NC_000962.3	738296	739160	-	CDS	Rv0644c	mmaA2	lipid metabolism	lipid metabolism	0	5	5	0.0	738728.0	864	False	False	0	False	NonReactive-Unq
NC_000962.3	739326	740187	-	CDS	Rv0645c	mmaA1	lipid metabolism	lipid metabolism	0	4	4	0.0	739756.5	861	False	False	0	False	NonReactive-Unq
NC_000962.3	740233	741139	-	CDS	Rv0646c	lipG	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	740686.0	906	False	False	0	False	NonReactive-Unq
NC_000962.3	741150	742617	-	CDS	Rv0647c	Rv0647c	conserved hypotheticals	conserved hypotheticals	0	7	7	0.0	741883.5	1467	False	False	0	False	NonReactive-Unq
NC_000962.3	742718	746366	+	CDS	Rv0648	Rv0648	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	744542.0	3648	False	False	0	False	NonReactive-Unq
NC_000962.3	746362	747037	+	CDS	Rv0649	fabD2	lipid metabolism	lipid metabolism	0	3	3	0.0	746699.5	675	False	False	0	False	NonReactive-Unq
NC_000962.3	747036	747945	+	CDS	Rv0650	Rv0650	intermediary metabolism and respiration	intermediary metabolism and respiration	0	3	3	0.0	747490.5	909	False	False	0	False	NonReactive-Unq
NC_000962.3	748275	748812	+	CDS	Rv0651	rplJ	information pathways	information pathways	0	3	3	0.0	748543.5	537	False	False	0	False	NonReactive-Unq
NC_000962.3	748848	749241	+	CDS	Rv0652	rplL	information pathways	information pathways	0	2	2	0.0	749044.5	393	False	False	0	False	NonReactive-Unq
NC_000962.3	749233	749929	-	CDS	Rv0653c	Rv0653c	regulatory proteins	regulatory proteins	0	2	2	0.0	749581.0	696	False	False	0	False	NonReactive-Unq
NC_000962.3	749999	751505	+	CDS	Rv0654	Rv0654	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	750752.0	1506	False	False	0	False	NonReactive-Unq
NC_000962.3	751516	752596	+	CDS	Rv0655	mkl	cell wall and cell processes	cell wall and cell processes	0	5	5	0.0	752056.0	1080	False	False	0	False	NonReactive-Unq
NC_000962.3	752983	753367	-	CDS	Rv0656c	vapC6	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	753175.0	384	False	False	0	False	NonReactive-Unq
NC_000962.3	753461	753617	-	CDS	Rv0657c	vapB6	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	753539.0	156	False	False	0	False	NonReactive-Unq
NC_000962.3	753692	754409	-	CDS	Rv0658c	Rv0658c	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	754050.5	717	False	False	0	False	NonReactive-Unq
NC_000962.3	754684	754993	-	CDS	Rv0659c	mazF2	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	754838.5	309	False	False	0	False	NonReactive-Unq
NC_000962.3	754979	755225	-	CDS	Rv0660c	mazE2	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	755102.0	246	False	False	0	False	NonReactive-Unq
NC_000962.3	755334	755772	-	CDS	Rv0661c	vapC7	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	755553.0	438	False	False	0	False	NonReactive-Unq
NC_000962.3	755768	756023	-	CDS	Rv0662c	vapB7	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	1	1	0.0	755895.5	255	False	False	0	False	NonReactive-Unq
NC_000962.3	756136	758500	+	CDS	Rv0663	atsD	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	757318.0	2364	False	False	0	False	NonReactive-Unq
NC_000962.3	758531	758804	+	CDS	Rv0664	vapB8	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	758667.5	273	False	False	0	False	NonReactive-Unq
NC_000962.3	758800	759139	+	CDS	Rv0665	vapC8	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	758969.5	339	False	False	0	False	NonReactive-Unq
NC_000962.3	759135	759309	+	CDS	Rv0666	Rv0666	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	759222.0	174	False	False	0	False	NonReactive-Unq
NC_000962.3	759806	763325	+	CDS	Rv0667	rpoB	information pathways	information pathways	0	12	12	0.0	761565.5	3519	False	False	0	False	NonReactive-Unq
NC_000962.3	763369	767320	+	CDS	Rv0668	rpoC	information pathways	information pathways	0	9	9	0.0	765344.5	3951	False	False	0	False	NonReactive-Unq
NC_000962.3	767683	769597	-	CDS	Rv0669c	Rv0669c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	768640.0	1914	False	False	0	False	NonReactive-Unq
NC_000962.3	769791	770550	+	CDS	Rv0670	end	information pathways	information pathways	0	4	4	0.0	770170.5	759	False	False	0	False	NonReactive-Unq
NC_000962.3	770581	771424	+	CDS	Rv0671	lpqP	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	771002.5	843	False	False	0	False	NonReactive-Unq
NC_000962.3	771483	773112	+	CDS	Rv0672	fadE8	lipid metabolism	lipid metabolism	0	8	8	0.0	772297.5	1629	False	False	0	False	NonReactive-Unq
NC_000962.3	773122	774061	+	CDS	Rv0673	echA4	lipid metabolism	lipid metabolism	0	4	4	0.0	773591.5	939	False	False	0	False	NonReactive-Unq
NC_000962.3	774063	774786	+	CDS	Rv0674	Rv0674	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	774424.5	723	False	False	0	False	NonReactive-Unq
NC_000962.3	774782	775574	+	CDS	Rv0675	echA5	lipid metabolism	lipid metabolism	0	4	4	0.0	775178.0	792	False	False	0	False	NonReactive-Unq
NC_000962.3	775585	778480	-	CDS	Rv0676c	mmpL5	cell wall and cell processes	cell wall and cell processes	0	10	10	0.0	777032.5	2895	False	False	0	False	NonReactive-Unq
NC_000962.3	778476	778905	-	CDS	Rv0677c	mmpS5	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	778690.5	429	False	False	0	False	NonReactive-Unq
NC_000962.3	778989	779487	+	CDS	Rv0678	Rv0678	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	779238.0	498	False	False	0	False	NonReactive-Unq
NC_000962.3	779542	780040	-	CDS	Rv0679c	Rv0679c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	779791.0	498	False	False	0	False	NonReactive-Unq
NC_000962.3	780041	780416	-	CDS	Rv0680c	Rv0680c	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	780228.5	375	False	False	0	False	NonReactive-Unq
NC_000962.3	780720	781311	+	CDS	Rv0681	Rv0681	regulatory proteins	regulatory proteins	0	3	3	0.0	781015.5	591	False	False	0	False	NonReactive-Unq
NC_000962.3	781559	781934	+	CDS	Rv0682	rpsL	information pathways	information pathways	0	2	2	0.0	781746.5	375	False	False	0	False	NonReactive-Unq
NC_000962.3	781933	782404	+	CDS	Rv0683	rpsG	information pathways	information pathways	0	2	2	0.0	782168.5	471	False	False	0	False	NonReactive-Unq
NC_000962.3	782484	784590	+	CDS	Rv0684	fusA1	information pathways	information pathways	0	10	10	0.0	783537.0	2106	False	False	0	False	NonReactive-Unq
NC_000962.3	784820	786011	+	CDS	Rv0685	tuf	information pathways	information pathways	0	5	5	0.0	785415.5	1191	False	False	0	False	NonReactive-Unq
NC_000962.3	786148	786946	+	CDS	Rv0686	Rv0686	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	786547.0	798	False	False	0	False	NonReactive-Unq
NC_000962.3	787098	787926	+	CDS	Rv0687	Rv0687	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	787512.0	828	False	False	0	False	NonReactive-Unq
NC_000962.3	787939	789160	+	CDS	Rv0688	Rv0688	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	788549.5	1221	False	False	0	False	NonReactive-Unq
NC_000962.3	789156	789411	-	CDS	Rv0689c	Rv0689c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	789283.5	255	False	False	0	False	NonReactive-Unq
NC_000962.3	790023	791073	-	CDS	Rv0690c	Rv0690c	conserved hypotheticals	conserved hypotheticals	0	5	5	0.0	790548.0	1050	False	False	0	False	NonReactive-Unq
NC_000962.3	791069	791666	-	CDS	Rv0691c	Rv0691c	regulatory proteins	regulatory proteins	0	3	3	0.0	791367.5	597	False	False	0	False	NonReactive-Unq
NC_000962.3	791830	792160	+	CDS	Rv0692	Rv0692	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	791995.0	330	False	False	0	False	NonReactive-Unq
NC_000962.3	792156	793332	+	CDS	Rv0693	pqqE	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	792744.0	1176	False	False	0	False	NonReactive-Unq
NC_000962.3	793334	794525	+	CDS	Rv0694	lldD1	intermediary metabolism and respiration	intermediary metabolism and respiration	1	4	5	0.2	793929.5	1191	True	False	0	False	NonReactive-Unq
NC_000962.3	794714	795470	+	CDS	Rv0695	Rv0695	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	795092.0	756	False	False	0	False	NonReactive-Unq
NC_000962.3	795518	796931	+	CDS	Rv0696	Rv0696	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	796224.5	1413	False	False	0	False	NonReactive-Unq
NC_000962.3	796932	798372	+	CDS	Rv0697	Rv0697	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	797652.0	1440	False	False	0	False	NonReactive-Unq
NC_000962.3	798832	799444	+	CDS	Rv0698	Rv0698	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	799138.0	612	False	False	0	False	NonReactive-Unq
NC_000962.3	799628	799850	+	CDS	Rv0699	Rv0699	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	799739.0	222	False	False	0	False	NonReactive-Unq
NC_000962.3	800486	800792	+	CDS	Rv0700	rpsJ	information pathways	information pathways	0	2	2	0.0	800639.0	306	False	False	0	False	NonReactive-Unq
NC_000962.3	800808	801462	+	CDS	Rv0701	rplC	information pathways	information pathways	0	3	3	0.0	801135.0	654	False	False	0	False	NonReactive-Unq
NC_000962.3	801461	802133	+	CDS	Rv0702	rplD	information pathways	information pathways	0	3	3	0.0	801797.0	672	False	False	0	False	NonReactive-Unq
NC_000962.3	802132	802435	+	CDS	Rv0703	rplW	information pathways	information pathways	0	2	2	0.0	802283.5	303	False	False	0	False	NonReactive-Unq
NC_000962.3	802527	803370	+	CDS	Rv0704	rplB	information pathways	information pathways	0	4	4	0.0	802948.5	843	False	False	0	False	NonReactive-Unq
NC_000962.3	803410	803692	+	CDS	Rv0705	rpsS	information pathways	information pathways	0	2	2	0.0	803551.0	282	False	False	0	False	NonReactive-Unq
NC_000962.3	803688	804282	+	CDS	Rv0706	rplV	information pathways	information pathways	0	3	3	0.0	803985.0	594	False	False	0	False	NonReactive-Unq
NC_000962.3	804281	805106	+	CDS	Rv0707	rpsC	information pathways	information pathways	0	4	4	0.0	804693.5	825	False	False	0	False	NonReactive-Unq
NC_000962.3	805109	805526	+	CDS	Rv0708	rplP	information pathways	information pathways	0	2	2	0.0	805317.5	417	False	False	0	False	NonReactive-Unq
NC_000962.3	805525	805759	+	CDS	Rv0709	rpmC	information pathways	information pathways	0	2	2	0.0	805642.0	234	False	False	0	False	NonReactive-Unq
NC_000962.3	805755	806166	+	CDS	Rv0710	rpsQ	information pathways	information pathways	0	2	2	0.0	805960.5	411	False	False	0	False	NonReactive-Unq
NC_000962.3	806334	808698	+	CDS	Rv0711	atsA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	807516.0	2364	False	False	0	False	NonReactive-Unq
NC_000962.3	808745	809645	+	CDS	Rv0712	Rv0712	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	809195.0	900	False	False	0	False	NonReactive-Unq
NC_000962.3	809945	810887	+	CDS	Rv0713	Rv0713	cell wall and cell processes	cell wall and cell processes	0	5	5	0.0	810416.0	942	False	False	0	False	NonReactive-Unq
NC_000962.3	811372	811741	+	CDS	Rv0714	rplN	information pathways	information pathways	0	2	2	0.0	811556.5	369	False	False	0	False	NonReactive-Unq
NC_000962.3	811741	812059	+	CDS	Rv0715	rplX	information pathways	information pathways	0	2	2	0.0	811900.0	318	False	False	0	False	NonReactive-Unq
NC_000962.3	812058	812622	+	CDS	Rv0716	rplE	information pathways	information pathways	0	3	3	0.0	812340.0	564	False	False	0	False	NonReactive-Unq
NC_000962.3	812626	812812	+	CDS	Rv0717	rpsN1	information pathways	information pathways	0	2	2	0.0	812719.0	186	False	False	0	False	NonReactive-Unq
NC_000962.3	812975	813374	+	CDS	Rv0718	rpsH	information pathways	information pathways	0	2	2	0.0	813174.5	399	False	False	0	False	NonReactive-Unq
NC_000962.3	813397	813937	+	CDS	Rv0719	rplF	information pathways	information pathways	0	3	3	0.0	813667.0	540	False	False	0	False	NonReactive-Unq
NC_000962.3	813939	814308	+	CDS	Rv0720	rplR	information pathways	information pathways	0	3	3	0.0	814123.5	369	False	False	0	False	NonReactive-Unq
NC_000962.3	814327	814990	+	CDS	Rv0721	rpsE	information pathways	information pathways	0	3	3	0.0	814658.5	663	False	False	0	False	NonReactive-Unq
NC_000962.3	814992	815190	+	CDS	Rv0722	rpmD	information pathways	information pathways	0	2	2	0.0	815091.0	198	False	False	0	False	NonReactive-Unq
NC_000962.3	815189	815630	+	CDS	Rv0723	rplO	information pathways	information pathways	0	2	2	0.0	815409.5	441	False	False	0	False	NonReactive-Unq
